Date,Open,High,Low,Close,Adj Close,Volume
2015-08-12,46.189999,46.900002,45.709999,46.740002,42.979866,30181400
2015-08-13,47.060001,47.099998,46.490002,46.730000,42.970665,22627200
2015-08-14,46.529999,47.099998,46.520000,47.000000,43.218945,21356800
2015-08-17,46.810001,47.450001,46.570000,47.320000,43.513199,21099700
2015-08-18,46.840000,47.430000,46.700001,47.270000,43.753864,23574100
2015-08-19,46.779999,47.080002,46.299999,46.610001,43.142960,31485500
2015-08-20,46.070000,46.470001,45.660000,45.660000,42.263615,36238200
2015-08-21,45.299999,45.480000,43.070000,43.070000,39.866272,70053100
2015-08-24,40.450001,42.689999,39.720001,41.680000,38.579666,88753700
2015-08-25,42.570000,43.240002,40.389999,40.470001,37.459671,70616600
2015-08-26,42.009998,42.840000,41.060001,42.709999,39.533051,63408000
2015-08-27,43.230000,43.950001,42.930000,43.900002,40.634541,50943200
2015-08-28,43.400002,44.150002,43.389999,43.930000,40.662300,28246700
2015-08-31,43.560001,43.930000,43.099998,43.520000,40.282799,34159100
2015-09-01,42.169998,42.590000,41.660000,41.820000,38.709255,49688900
2015-09-02,42.360001,43.380001,41.880001,43.360001,40.134701,37671500
2015-09-03,43.410000,43.980000,43.279999,43.500000,40.264301,28285200
2015-09-04,42.810001,43.040001,42.200001,42.610001,39.440491,37138800
2015-09-08,43.299999,44.000000,43.200001,43.889999,40.625278,32469800
2015-09-09,44.209999,44.400002,42.910000,43.070000,39.866272,33318800
2015-09-10,43.119999,43.790001,42.750000,43.290001,40.069916,31366600
2015-09-11,43.139999,43.590000,42.939999,43.480000,40.245777,27132500
2015-09-14,43.430000,43.439999,42.860001,43.040001,39.838512,23656000
2015-09-15,43.189999,44.290001,43.080002,43.980000,40.708591,28662100
2015-09-16,43.970001,44.380001,43.840000,44.299999,41.004784,23372200
2015-09-17,44.290001,45.000000,44.080002,44.250000,40.958500,32768200
2015-09-18,43.500000,43.990002,43.330002,43.480000,40.245777,62221600
2015-09-21,43.619999,44.470001,43.599998,44.110001,40.828915,26177200
2015-09-22,43.380001,44.049999,43.310001,43.900002,40.634541,28085900
2015-09-23,43.930000,44.169998,43.509998,43.869999,40.606762,17145200
2015-09-24,43.450001,44.130001,43.270000,43.910000,40.643791,27905600
2015-09-25,44.480000,44.730000,43.759998,43.939999,40.671562,29384600
2015-09-28,43.830002,44.090000,43.209999,43.290001,40.069916,27613800
2015-09-29,43.369999,43.570000,43.049999,43.439999,40.208755,32763600
2015-09-30,43.880001,44.299999,43.660000,44.259998,40.967751,34589500
2015-10-01,44.750000,44.750000,43.750000,44.610001,41.291721,28657900
2015-10-02,44.270000,45.570000,43.919998,45.570000,42.180313,41839000
2015-10-05,45.750000,46.889999,45.700001,46.630001,43.161465,34369300
2015-10-06,46.330002,47.180000,46.220001,46.750000,43.272541,27017200
2015-10-07,47.099998,47.349998,45.950001,46.799999,43.318817,27711500
2015-10-08,46.560001,47.520000,46.500000,47.450001,43.920475,33772700
2015-10-09,47.450001,47.540001,46.919998,47.110001,43.605762,28600600
2015-10-12,46.980000,47.070000,46.500000,47.000000,43.503944,19769100
2015-10-13,46.560001,47.130001,46.560001,46.889999,43.402126,19987800
2015-10-14,46.650002,47.099998,46.529999,46.680000,43.207748,24697800
2015-10-15,47.009998,47.029999,46.529999,47.009998,43.513195,27189400
2015-10-16,47.020000,47.540001,46.900002,47.509998,43.976013,26450300
2015-10-19,47.419998,47.880001,47.020000,47.619999,44.077824,29387600
2015-10-20,47.439999,47.810001,47.020000,47.770000,44.216675,30574000
2015-10-21,47.919998,47.990002,47.110001,47.200001,43.689068,25144300
2015-10-22,47.529999,48.950001,47.090000,48.029999,44.457325,56637100
2015-10-23,52.299999,54.070000,52.250000,52.869999,48.937309,135227100
2015-10-26,52.529999,54.320000,52.500000,54.250000,50.214668,64633300
2015-10-27,53.990002,54.369999,53.580002,53.689999,49.696312,50999900
2015-10-28,53.540001,53.980000,52.860001,53.980000,49.964745,47000800
2015-10-29,53.540001,53.830002,53.220001,53.360001,49.390865,30036300
2015-10-30,53.320000,53.990002,52.619999,52.639999,48.724419,46619800
2015-11-02,52.849998,53.360001,52.619999,53.240002,49.279785,30285000
2015-11-03,52.930000,54.389999,52.900002,54.150002,50.122112,36596900
2015-11-04,54.180000,54.880001,54.060001,54.400002,50.353508,37020400
2015-11-05,54.490002,54.700001,54.000000,54.380001,50.334995,31468500
2015-11-06,54.090000,54.980000,53.959999,54.919998,50.834816,32851200
2015-11-09,54.549999,54.869999,53.560001,54.160000,50.131359,32513100
2015-11-10,54.070000,54.130001,53.270000,53.509998,49.529709,55283700
2015-11-11,53.700001,54.200001,53.459999,53.650002,49.659294,36516300
2015-11-12,53.480000,53.980000,53.189999,53.320000,49.353840,35361100
2015-11-13,53.070000,53.290001,52.529999,52.840000,48.909542,36848200
2015-11-16,53.080002,53.889999,52.849998,53.770000,49.770363,32165200
2015-11-17,53.169998,53.529999,52.849998,52.970001,49.360348,31551300
2015-11-18,53.000000,53.980000,52.980000,53.849998,50.180378,29710000
2015-11-19,53.990002,54.660000,53.779999,53.939999,50.264259,28149200
2015-11-20,54.250000,54.299999,53.270000,54.189999,50.497215,37147600
2015-11-23,54.250000,54.459999,53.750000,54.189999,50.497215,28235900
2015-11-24,53.919998,54.439999,53.580002,54.250000,50.553131,24600000
2015-11-25,54.090000,54.230000,53.689999,53.689999,50.031288,21005100
2015-11-27,53.799999,54.080002,53.790001,53.930000,50.254925,9009100
2015-11-30,54.540001,54.959999,54.000000,54.349998,50.646305,56241400
2015-12-01,54.410000,55.230000,54.299999,55.220001,51.457031,39952800
2015-12-02,55.320000,55.959999,55.060001,55.209999,51.447712,47274900
2015-12-03,55.490002,55.770000,53.930000,54.200001,50.506531,38627800
2015-12-04,54.119999,56.230000,54.099998,55.910000,52.099998,43963700
2015-12-07,55.790001,55.970001,55.290001,55.810001,52.006817,30709800
2015-12-08,55.470001,56.099998,54.990002,55.790001,51.988182,32878000
2015-12-09,55.369999,55.869999,54.509998,54.980000,51.233383,36373200
2015-12-10,55.389999,55.660000,55.009998,55.270000,51.503613,31620700
2015-12-11,54.709999,55.099998,54.009998,54.060001,50.376076,39549500
2015-12-14,54.330002,55.209999,53.680000,55.139999,51.382481,46768900
2015-12-15,55.660000,55.900002,55.090000,55.200001,51.438385,39843000
2015-12-16,55.540001,56.250000,54.759998,56.130001,52.305008,37503300
2015-12-17,56.360001,56.790001,55.529999,55.700001,51.904312,41280900
2015-12-18,55.770000,56.000000,54.029999,54.130001,50.441303,84684200
2015-12-21,54.880001,55.349998,54.230000,54.830002,51.093605,37246300
2015-12-22,54.990002,55.480000,54.500000,55.349998,51.578163,28300300
2015-12-23,55.700001,55.880001,55.439999,55.820000,52.016132,27279800
2015-12-24,55.860001,55.959999,55.430000,55.669998,51.876358,9570000
2015-12-28,55.349998,55.950001,54.980000,55.950001,52.137276,21698000
2015-12-29,56.290001,56.849998,56.060001,56.549999,52.696388,27731400
2015-12-30,56.470001,56.779999,56.290001,56.310001,52.472748,21704500
2015-12-31,56.040001,56.189999,55.419998,55.480000,51.699310,27334100
2016-01-04,54.320000,54.799999,53.389999,54.799999,51.065639,53778000
2016-01-05,54.930000,55.389999,54.540001,55.049999,51.298611,34079700
2016-01-06,54.320000,54.400002,53.639999,54.049999,50.366753,39518900
2016-01-07,52.700001,53.490002,52.070000,52.169998,48.614864,56564900
2016-01-08,52.369999,53.279999,52.150002,52.330002,48.763962,48754000
2016-01-11,52.509998,52.849998,51.459999,52.299999,48.736000,36663600
2016-01-12,52.759998,53.099998,52.060001,52.779999,49.183296,36095500
2016-01-13,53.799999,54.070000,51.299999,51.639999,48.120983,66883600
2016-01-14,52.000000,53.419998,51.570000,53.110001,49.490814,52381900
2016-01-15,51.310001,51.970001,50.340000,50.990002,47.515282,71820700
2016-01-19,51.480000,51.680000,50.060001,50.560001,47.114582,43564500
2016-01-20,49.980000,51.380001,49.099998,50.790001,47.328907,63273000
2016-01-21,51.000000,51.580002,50.299999,50.480000,47.040028,40191200
2016-01-22,51.410000,52.330002,51.259998,52.290001,48.726696,37555800
2016-01-25,51.939999,52.650002,51.650002,51.790001,48.260765,34707700
2016-01-26,51.790001,52.439999,51.549999,52.169998,48.614864,28699500
2016-01-27,52.009998,52.200001,51.020000,51.220001,47.729610,36775200
2016-01-28,51.860001,52.209999,51.250000,52.060001,48.512363,62513800
2016-01-29,54.730000,55.090000,54.000000,55.090000,51.335884,83611700
2016-02-01,54.880001,55.090000,54.500000,54.709999,50.981773,44208500
2016-02-02,54.169998,54.259998,52.650002,53.000000,49.388306,56313800
2016-02-03,53.250000,53.389999,51.259998,52.160000,48.605545,57559800
2016-02-04,52.099998,52.810001,51.369999,52.000000,48.456451,46803400
2016-02-05,51.939999,52.000000,49.560001,50.160000,46.741840,62009000
2016-02-08,49.549999,49.570000,48.189999,49.410000,46.042942,59290500
2016-02-09,49.020000,50.240002,48.669998,49.279999,45.921810,45822200
2016-02-10,49.889999,50.389999,49.520000,49.709999,46.322506,38237000
2016-02-11,48.680000,50.110001,48.509998,49.689999,46.303867,48878600
2016-02-12,50.250000,50.680000,49.750000,50.500000,47.058666,34243300
2016-02-16,50.900002,51.090000,50.130001,51.090000,47.950283,37291200
2016-02-17,51.490002,52.770000,51.450001,52.419998,49.198555,40789000
2016-02-18,52.330002,52.950001,52.099998,52.189999,48.982681,27176000
2016-02-19,51.970001,52.279999,51.529999,51.820000,48.635426,33559100
2016-02-22,52.279999,53.000000,52.279999,52.650002,49.414413,25008300
2016-02-23,52.340000,52.369999,50.980000,51.180000,48.034756,28895300
2016-02-24,50.689999,51.500000,50.200001,51.360001,48.203693,33014500
2016-02-25,51.730000,52.099998,50.610001,52.099998,48.898209,26695900
2016-02-26,52.599998,52.680000,51.099998,51.299999,48.147377,35975900
2016-02-29,51.349998,51.650002,50.660000,50.880001,47.753189,31654000
2016-03-01,50.970001,52.590000,50.919998,52.580002,49.348721,33024500
2016-03-02,52.410000,52.959999,52.160000,52.950001,49.695980,29289900
2016-03-03,52.970001,52.970001,51.779999,52.349998,49.132851,24418100
2016-03-04,52.400002,52.450001,51.709999,52.029999,48.832516,33034200
2016-03-07,51.560001,51.799999,50.580002,51.029999,47.893970,38407800
2016-03-08,50.799999,52.130001,50.599998,51.650002,48.475876,33835100
2016-03-09,51.889999,52.849998,51.860001,52.840000,49.592743,28251600
2016-03-10,52.930000,52.939999,51.160000,52.049999,48.851292,38384200
2016-03-11,53.000000,53.070000,52.380001,53.070000,49.808609,32275700
2016-03-14,52.709999,53.590000,52.630001,53.169998,49.902466,24083600
2016-03-15,52.750000,53.590000,52.740002,53.590000,50.296650,21104800
2016-03-16,53.450001,54.599998,53.400002,54.349998,51.009941,31691700
2016-03-17,54.209999,55.000000,54.000000,54.660000,51.300888,28223900
2016-03-18,54.919998,54.970001,53.450001,53.490002,50.202793,67625500
2016-03-21,53.250000,53.930000,52.930000,53.860001,50.550060,23925700
2016-03-22,53.610001,54.250000,53.459999,54.070000,50.747150,23124100
2016-03-23,54.110001,54.240002,53.740002,53.970001,50.653297,20129000
2016-03-24,53.840000,54.330002,53.730000,54.209999,50.878551,19950000
2016-03-28,54.209999,54.290001,53.330002,53.540001,50.249725,17025100
2016-03-29,53.660000,54.860001,53.450001,54.709999,51.347816,23375000
2016-03-30,54.930000,55.639999,54.900002,55.049999,51.666927,23008300
2016-03-31,54.950001,55.590000,54.860001,55.230000,51.835869,26360500
2016-04-01,55.049999,55.610001,54.570000,55.570000,52.154972,24399200
2016-04-04,55.430000,55.660000,55.000000,55.430000,52.023575,18928800
2016-04-05,55.189999,55.299999,54.459999,54.560001,51.207035,19272300
2016-04-06,54.360001,55.200001,54.209999,55.119999,51.732613,21032100
2016-04-07,54.869999,54.910000,54.230000,54.459999,51.113182,19225100
2016-04-08,54.669998,55.279999,54.320000,54.419998,51.075642,22167200
